ReferenceID,BibliographicReference,ReferenceYear
REF709,"""Martin J. (1959). The Bionomics of the Pine Bud Moth Exoteleia dodecella L.(Lepidoptera: Gelechiidae) in Ontario1. The Canadian Entomologist. 91(1): 5-14""",1959
REF710,"""Martinez J. et al. (2019). Lepidoptera pests of sapodilla (Manilkara zapota (L.) van Royen) in south Florida with some comments on life history and natural control. Insecta Mundi. 0739: 1-26""",2019
REF711,"""Mashhoor K. et al. (2015). Mitochondrial DNA analysis revealed Gondwanan origin of the common evening brown butterfly Melanitis leda (Lepidoptera: Nymphalidae). Journal of Agricultural Technology. 11(3): 649-656""",2015
REF712,"""Mason P. et al. (2010). Biology and development of leek moth Acrolepiopsis assectella (Lepidoptera: Acrolepiidae) in eastern Ontario. Canadian Entomologist. 142: 393-404""",2010
REF713,"""Mather B. (1992). Hileithia decostalis (Crambidae: Pyraustinae) new to the United States. Journal of the Lepidopterists Society. 46(2): 159-160""",1992
REF714,"""Matheson P. et al. (2023). Genome-wide analysis reveals distinct global populations of pink bollworm (Pectinophora gossypiella). Scientific Reports. 13(1): 11762""",2023
REF715,"""Matosevic D. (2013). Box tree moth (Cydalima perspectalis Lepidoptera Crambidae) new invasive insect pest in Croatia. South-east European forestry: SEEFOR. 4(2): 89-94""",2013
REF716,"""Matsumoto K. (2002). Papilio demoleus (Papilionidae) in Borneo and Bali. Journal of the Lepidopterists Society. 56(2): 108-111""",2002
REF717,"""Matsumoto K. Noerdjito A. (1996) Establishment of Papilio demoleus L. (Papilionidae) in Java. Journal of the Lepidopterists Society. 50: 139-140""",1996
REF718,"""Matthews D. et al. (2019). Additions to the plume moth fauna of The Bahamas (Lepidoptera: Pterophoridae) with description of four new species. Insecta Mundi. 0708: 1-35""",2019
REF719,"""Matthews D. et al. (2019). Plume moths recorded from the United States naval base Guantanamo Bay Cuba. News of the Lepidopterists Society. 61(1): 14-19""",2019
REF720,"""Matthews D. Duncan M. (2006). Additional records of Cyclargus ammon (Lycaenidae: Lycaeninae) in the Florida Keys. Journal of the Lepidopterists Society. 60(2): 97-99""",2006
REF721,"""Matthews D. Watkins R. (2011). Extralimital records of the sage plume moth Anstenoptilia marmarodactyla (Lepidoptera: Pterophoridae). Southern Lepidopterists News. 33(4): 175-177""",2011
REF722,"""Mauchline N. (2000). Important biological and ecological aspects of Strepsicrates macropetana Meyrick (Lepidoptera: Tortricidae): a thesis presented in partial fulfilment of the requirements for the degree of Master of Science in Plant Protection at Massey University [MsC Thesis Massey University]""",2000
REF723,"""Mazed M. et al. (2016). Identification of okra shoot and fruit borer infesting okra and their distribution in Bangladesh. Bangladesh Journal of Agricultural Research. 41(4): 657-665""",2016
REF724,"""Mazza G. et al. (2014). Thaumatotibia leucotreta (Meyrick) (Lepidoptera Tortricidae) intercepted for the first time in Italy. Redia. 97: 147-149""",2014
REF725,"""Mbapila J. et al. (2002). Comparative Development and Population Growth of an Exotic Stemborer Chilo partellus (Swinhoe) and an Ecologically similar congener C. orichalcociliellus (Strand) (Lepidoptera: Crambidae). Insect Science Applications. 22(1): 21-27""",2002
REF726,"""McAuslane H. (1997). Featured Creatures - Empyreuma pugione (Linnaeus) (Insecta: Lepidoptera: Erebidae: Arctiinae). Available at: https://entnemdept.ufl.edu/creatures/orn/spotted_oleander_caterpillar.htm""",1997
REF727,"""McAuslane H. (2016). Oleander caterpillar Syntomeida epilais Walker (Insecta: Lepidoptera: Arctiidae). U.S. Department of Agriculture. University of Florida. Florida United States of America""",2016
REF728,"""McCabe T. Schweitzer D. (1991). Rhizedra lutosa (Lepidoptera: Noctuidae) newly introduced to North America. Entomological News. 102(3): 130-132""",1991
REF729,"""McClay A. et al. (1990). Biology of Bucculatrix parthenica Bradley sp. n.(Lepidoptera: Bucculatricidae) and its establishment in Australia as a biological control agent for Parthenium hysterophorus (Asteraceae). Bulletin of Entomological Research 80(4): 427-432""",1990
REF730,"""McCulloch G. et al. (2018). Assessment of genetic structuring in the Lygodium fern moths Austromusotima camptozonale and Neomusotima conspurcatalis in their native range: implications for biological control. Biological Control. 121: 8-13""",2018
REF731,"""McFadyen R. (1985). Larval characteristics of Cactoblaslis spp. (Lepidoptera: Pyralidae) and the selection of species for biological control of prickly pears ( Opuntia spp.). Bulletin of Entomological Research. 75(1): 159-168""",1985
REF732,"""McFadyen R. Marohasy J. (1990). A leaf feeding moth Euclasta whalleyi [Lep.: Pyralidae] for the biological control of Cryptostegia grandiflora [Asclepiadaceae] in Queensland Australia. Entomophaga. 35: 431-435""",1990
REF733,"""McKenna D. et al. (2001). A native hymenopteran predator of Agonopterix alstroemeriana (Lepidoptera: Oecophoridae) in East-Central Illinois. The Great Lakes Entomologist. 34(1): 10""",2001
REF734,"""Mckenna D. Berenbaum M. (2003). A field investication of depressaria (elachistidae) iiost piants and ecolocy in the western united states. Journal of the Lepidopterists Society. 57(1): 36-42""",2003
REF735,"""McLaren D. (1992). Observations on the life cycle and establishment of Cochylis atricapitana (Lep: Cochylidae) a moth used for biological control of Senecio jacobaea in Australia. Entomophaga. 37: 641-648""",1992
REF736,"""McLeod J. (1966). Notes on the Biology of a Spruce Needle-miner Pulicalvaria piceaella (Kearfott)(Lepidoptera: Gelechiidae) 1. The Canadian Entomologist. 98(3): 225-236""",1966
REF737,"""McQuillan P. (2004). An overview of the Tasmanian geometrid moth fauna (Lepidoptera: Geometridae) and its conservation status. Journal of Insect Conservation. 8(2): 209-220""",2004
REF738,"""Meagher R. et al. (2008). Monitoring for Exotic Spodoptera Species (Lepidoptera: Noctuidae) in Florida. Florida Entomologist. 91(4): 517-522""",2008
REF739,"""Medina R. et al. (2010). Population Structure of Phthorimaea operculella (Lepidoptera: Gelechiidae) in the United States. Environmental Entomology. 39(3):1037-1042""",2010
REF740,"""Meerman J. (1993). Relationships within the Hyles euphorbiae-complex: a numerical taxonomy approach (Lepidoptera: Sphingidae). Entomologists Gazette. 44: 205-205""",1993
REF741,"""Mehra D. et al. (2018). A taxonomic study of six species of the genus Junonia Hubner[1819](Insecta: Lepidoptera: Nymphalidae) from the northwestern Himalayan region in India. Journal of Threatened Taxa. 10(7): 11934-11947""",2018
REF742,"""Melastome A. et al. (2003). Melastoma candidum. Pacific Island Ecosystems at Risk (PIER) Report. 6pp""",2003
REF743,"""Men Q. et al. (2013). Genetic structure and diversity of a newly invasive species the codling moth Cydia pomonella (L.) (Lepidoptera: Tortricidae) in China. Biological Invasions. 15: 447-458""",2013
REF744,"""Menendez R. Thomas C. (2000). Metapopulation structure depends on spatial scale in the host-specific moth Wheeleria spilodactylus (Lepidoptera: Pterophoridae). Journal of Animal Ecology. 69(6): 935-951""",2000
REF745,"""Mengal F. et al. (2017). Faunistics of Butterflies (Lepidoptera: Rephalocera) with some new records from Quetta Bolochistan Pakistan. University of Sindh Journal of Animal Sciences. 3(1): 26-35""",2017
REF746,"""Merit X. et al. (2009). Papilio demoleus [Linnaeus 1758] - Une expansion mondiale (Lepidoptera: Papilionidae). Lepidopteres-Revue des Lepidopteristes de France. 18: 44-47""",2009
REF747,"""Mey W. (2022). Taxonomic notes on Palearctic taxa of Galacticidae a little-known family of Lepidoptera (Galacticoidea). Nota Lepidopterologica. 45: 169-190""",2022
REF748,"""Meyrick E. (1887). On Pyralidina from Australia and the South Pacific. The Transactions of the Entomological Society of London for the Year of 1887. 185-268""",1887
REF749,"""Meyrick E. (1895). A Handbook of British Lepidoptera. Macmillan and Co. United Kingdom London. 843pp""",1895
REF750,"""Meyrick E. (1921). Descriptions of South African Micro-Lepidoptera. Annals of the Transvaal Museum. 8(2): 54""",1921
REF751,"""Meyrick E. (1930). Exotic Microlepidoptera - Vol. III. Taylor & Francis. United Kingdom""",1930
REF752,"""Meyrick E. (1937). Tortrix postvittana Walk (Microlepidoptera) a species new to Britain. Entomologist. 70: 256""",1937
REF753,"""Mifsud C. et al. (2019). First record and DNA barcode of the clearwing moth Tinthia tineiformis (Esper 1789) from Malta central Mediterranean. Check List 15(4) 595-599""",2019
REF754,"""Mikkola K. et al. (1991). Zoogeography of the Holarctic species of the Noctuidae (Lepidoptera): impoftance of the Beringian refuge. Entomologica Fennica. 2(3): 157-173""",1991
REF755,"""Mille C. et al. (2012). First record of the Australian guava moth Coscinoptycha improbana Meyrick (Lepidoptera: Carposinidae) in New Caledonia: Implication for quarantine and biosecurity surveys in insular territories. Journal of Asia-Pacific Entomology. 15(2): 283-285""",2012
REF756,"""Miller J et al. (2012). An annotated list of the Lepidoptera of Honduras. Insecta Mundi. 205: 1-72""",2012
REF757,"""Min-Younga K. Park K. (2009). A taxonomic review of the genus Coleophora Hubner (Lepidoptera: Coleophoridae) in Korea. Journal of Asia-Pacific Entomology. 12: 183-198""",2009
REF758,"""Mindlin M. et al. (2012). The arrival of oak processionary moth a novel cause of itchy dermatitis in the UK: Experience lessons and recommendations. Public Health. 126: 778-781""",2012
REF759,"""Ministerio del Ambiente - Peru (2020). Plan de Accion Nacional sobre las Especies Exoticas Invasoras en Peru 2021-2025""",2020
REF760,"""Ministery of Environment - Sri Lanka (2012). The National Red List 2012 of Sri Lanka""",2012
REF761,"""Mir S. et al. (2024). First record of the invasive walnut leaf miner Caloptilia roscipennella (Lepidoptera: Gracillariidae) in Kashmir India. Journal of Applied Entomology 148(8) 882-887""",2024
REF762,"""Mironov V. Galsworthy A. (2014). A survey of Eupithecia Curtis 1825 (Lepidoptera Geometridae Larentiinae) in Mongolia with descriptions of two new species. Zootaxa. 3774(2): 101-130""",2014
REF763,"""Mishchenko A. Yefremova Z. (2012). Phyllonorycter medicaginella (Lepidoptera Gracillariidae) and its parasitoids (Hymenoptera Eulophidae) in the Middle Volga River basin. Entomological Review. 92(8): 845-850""",2012
REF764,"""Misra S. et al. (2012). Biocontrol strategy for major invasive weeds of neotropical origin in India. Bioherald: International Journal of Biodiversity and Environment. 2(2): 134-142""",2012
REF765,"""Moda E. (1920). Sphingidae Of Para Brazil. Novitates Zoologicae. 27: 333-424""",1920
REF766,"""Molfini M. et al. (2020). A preliminary prioritized list of Italian alien terrestrial invertebrate species. Biological Invasions. 22: 2385-2399""",2020
REF767,"""Molnar P. et al. (2018). Identification of the Female-Produced Sex Pheromone of an Invasive Greenhouse Pest the European Pepper Moth (Duponchelia fovealis). Journal of Chemical Ecology. 44: 257-267""",2018
REF768,"""Montezano D. et al. (2015). Biotic potential and reproductive parameters of Spodoptera dolichos (Lepidoptera: Noctuidae) in the laboratory. Zoologia (Curitiba). 32(6): 485-491""",2015
REF769,"""Montezano D. et al. (2019). Life-history parameters of Striacosta albicosta (Lepidoptera: Noctuidae) under laboratory conditions. Journal of Insect Science 19(4) 14""",2019
REF770,"""Moore F. Swinhoe C. (1900). Lepidoptera Indica - Volume IV - Rhopalocera. Lovell Reeve and Co. Limited. United Kingdom London""",1900
REF771,"""Moore F. Swinhoe C. (1911). Lepidoptera Indica - Volume IX - Rhopalocera. Lovell Reeve and Co. Limited. United Kingdom London""",1911
REF772,"""Morais E. et al. (2012). Lepidopterans as potential agents for the biological control of the invasive plant Miconia calvescens. Journal of Insect Science. 12(1): 63""",2012
REF773,"""Moreno A. (1997). Nola cucullatella (Linnaeus 1758) un Complejo de Especies (Lepidoptera: Nolidae). Sesion Homenaje al Profesor Garcia de Viedma. Escuela Tecnica Superior de Ingenieros de Montes. 86-105""",1997
REF774,"""Moreno A. (2019). Contribucion al conocimiento del genero Euchromia Hübner[1819] 1816 en Guinea Ecuatorial (Lepidoptera: Erebidae Arctiinae Euchromiini). SHILAP Revista de lepidopterologia. 47(188): 685-693""",2019
REF775,"""Morgun D. Wiemers M. (2012). First record of the lime swallowtail Papilio demoleus Linneaus 1758 (Lepidoptera Papilionidae) in Europe. Journal of Research on the Lepidoptera. 45: 85-89""",2012
REF776,"""Mori B. et al. (2016). Genetic diversity and population structure identify the potential source of the invasive red clover casebearer moth Coleophora deauratella in North America. Biological Invasions. 18: 3595-3609""",2016
REF777,"""Mori B. Evenden M. (2013). Factors Affecting Pheromone-Baited Trap Capture of Male Coleophora deauratella an Invasive Pest of Clover in Canada. Journal Of Economic Entomology. 106(2): 844-854""",2013
REF778,"""Mori E. et al. (2023). Invasions by the palm borer moth Paysandisia archon in Italy and assessment of its trophic spectrum. Biological Invasions. 25: 1373-1386""",2023
REF779,"""Morimoto N. Kiritani K. (1995). Fauna of exotic insects in Japan. Bulletin of the National Institute of Agro-Environmental Sciences. 12: 87-120""",1995
REF780,"""Moriuti S. (1969). Argyresthiidae (Lepidoptera) of Japan. Bulletin of the University of Osaka Prefecture. 1-50""",1969
REF781,"""Morley T. et al. (2004). Establishment and dispersal of dock moth Pyropteron doryliformis (Ochsenheimer)(Lepidoptera: Sesiidae) in Victoria. In: Fourteenth Australian Weeds Conference: 381-384""",2004
REF782,"""Morris R. (1956). Note on Paranthrene tabaniformis Rott. a moth new to North America (lepidoptera: Aegeriidae). The Canadian Entomologist. 88(11): 652""",1956
REF783,"""Morris R. (1979). A review of the life history population levels and spread of the Antler moth Cerapteryx graminis (Lepidoptera: Noctuidae) in Newfoundland. The Canadian Entomologist. 111(8): 933-938""",1979
REF784,"""Morris R. Bolte K. (1977). The European Species Perizoma alchemillata (the Small Rivulet (BR.))(Lepidoptera: Geometridae) in Newfoundland). The Canadian Entomologist. 109(3): 385-387""",1977
REF785,"""Moyal P. et al. (2010). Systematics and molecular phylogeny of two African stem borer genera Sciomesa Tams and Bowden and Carelis Bowden (Lepidoptera: Noctuidae). Bulletin of Entomological Research. 100(6): 641-659""",2010
REF786,"""Muller C. Tennent W. (2011). Euploea core. The IUCN Red List of Threatened Species 2011: e.T160339A5362889""",2011
REF787,"""Muller G. et al. (2010). The Nolidae of Jordan: Distribution Phenology and Ecology. Entomofauna. 31(8): 69-84""",2010
REF788,"""Muller H. et al. (1990). Natural enemies and host-plant asynchrony contributing to the failure of the introduced moth Coleophora parthenica Meyrick (Lepidoptera: Coleophoridae) to control Russian thistle. Agriculture Ecosystems and Environment. 32(1): 133-142""",1990
