Species;Area;Realm;Cryptogenic;Introduced;Dispersal;Established;Eradicated;Intentional_Release;Year;Reference Year;Reference
Plodia interpunctella;Montenegro;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Netherlands;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;North Macedonia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Norway;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Poland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Portugal;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Ireland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Romania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Russia Asia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Slovakia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Slovenia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Spain;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Sweden;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;Switzerland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plodia interpunctella;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Plutella porrectella;Sweden;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Polychrysia moneta;Belgium;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Polychrysia moneta;Denmark;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Polychrysia moneta;Germany;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Polychrysia moneta;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Praeacedes atomosella;Cyprus;Saharo-Arabian;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Praeacedes atomosella;Malta;Saharo-Arabian;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Prays citri;Albania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Prays citri;Denmark;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Prays citri;France;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Prays citri;Greece;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Prays citri;Israel;Saharo-Arabian;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Prays citri;Italy;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Prays citri;Netherlands;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Prays citri;Portugal;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Prays citri;Spain;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Prays oleae;Azores;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Prays peregrina;United Kingdom;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Pseudarenipses insularum;France;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Pseudarenipses insularum;Malta;Saharo-Arabian;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Pseudarenipses insularum;Spain;Palearctic;1.0;;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Pseudocoremia suavis;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Psychoides filicivora;Ireland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Psychoides filicivora;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Rhopobota naevana;Azores;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Rhyacionia buoliana;Portugal;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Samia cynthia;Albania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Samia cynthia;Austria;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Samia cynthia;Croatia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Samia cynthia;France;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Samia cynthia;Germany;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Samia cynthia;Italy;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Samia cynthia;Slovenia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Samia cynthia;Spain;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Samia cynthia;Switzerland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sclerocona acutellus;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Selania leplastriana;Sweden;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sesamia nonagrioides;Madeira;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Albania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Austria;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Belarus;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Belgium;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Bulgaria;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Croatia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Czechia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Denmark;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;France;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Germany;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Greece;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Hungary;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Iceland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Italy;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Lithuania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Malta;Saharo-Arabian;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Netherlands;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;North Macedonia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Norway;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Poland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Portugal;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Romania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Russia Asia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Serbia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Slovakia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Slovenia;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Spain;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Sweden;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;Switzerland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Sitotroga cerealella;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spodoptera littoralis;Albania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spodoptera littoralis;Denmark;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spodoptera littoralis;France;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spodoptera littoralis;Germany;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spodoptera littoralis;Italy;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spodoptera littoralis;Portugal;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spodoptera littoralis;Spain;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spodoptera littoralis;Switzerland;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spodoptera littoralis;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spodoptera litura;Albania;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spodoptera litura;Germany;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spodoptera litura;United Kingdom;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spoladea recurvalis;Belgium;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spoladea recurvalis;Denmark;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spoladea recurvalis;Italy;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
Spoladea recurvalis;Netherlands;Palearctic;0.0;1.0;;1.0;0.0;0.0;;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
